dato_str,municipality_id,nedbor_mm
2019-08-18,0740,4.3
2019-08-18,0561,5.2
2019-08-18,0657,4.0
2019-08-18,0153,2.3
2019-08-19,0751,0.9
2019-08-23,0846,0.0
2019-08-25,0101,0.0
2019-08-25,0173,0.0
2019-08-25,0561,0.0
2019-08-25,0540,0.0
2019-08-25,0153,0.0
2019-08-26,0615,12.0
2019-08-30,0461,0.0
2019-08-31,0217,11.3
2019-09-01,0751,0.3
2019-09-01,0615,0.6
2019-09-01,0730,0.8
2019-09-01,0851,1.5
2019-09-01,0657,0.6
2019-09-13,0540,0.0
2019-09-15,0153,0.0
2019-09-15,0751,0.0
2019-09-15,0846,0.4
2019-09-15,0561,1.0
2019-09-15,0173,0.1
2019-09-16,0740,3.3
2019-09-22,0101,0.0
2019-09-23,0730,0.2
