dato_str,municipality_id,nedbor_mm
2024-09-22,0540,0.2
2024-09-22,0173,0.0
2024-09-22,0740,0.1
2024-09-22,0730,0.1
2024-09-20,0791,0.2
2024-09-23,0101,17.1
2024-09-28,0751,0.0
2024-09-29,0657,0.0
2024-09-29,0173,0.0
2024-09-29,0851,0.0
2024-09-30,0217,0.0
2024-09-29,0630,0.0
2024-10-06,0153,1.7
2024-10-06,0791,4.9
2024-10-06,0740,4.2
2024-10-06,0540,1.6
2024-10-06,0730,3.9
2024-10-04,0630,0.0
2024-10-21,0751,1.7
2024-10-18,0101,0.0
2024-10-20,0217,0.4
2024-10-20,0173,0.4
2024-10-20,0851,1.2
2024-10-20,0540,0.3
2024-10-27,0153,1.0
2024-10-27,0657,1.9
2024-10-28,0730,0.2
2024-10-27,0630,1.9
2024-10-27,0791,1.4
2024-10-25,0740,0.1
2024-11-03,0751,0.1
2024-11-04,0101,0.0
2024-11-03,0217,0.0
2024-11-03,0851,0.3
2024-11-03,0657,0.7
2024-11-02,0540,0.1
2024-11-10,0751,1.1
2024-11-10,0153,0.6
2024-11-10,0791,1.1
2024-11-10,0740,1.3
2024-11-08,0630,0.4
2024-11-10,0173,1.0
2024-11-24,0101,0.1
2024-11-25,0657,1.8
2024-11-24,0730,1.0
2024-11-24,0851,0.9
2024-11-22,0217,1.2
2024-11-24,0540,1.5
2024-12-02,0101,0.1
2024-12-01,0173,0.5
2024-12-01,0740,4.2
2024-12-01,0630,6.8
2024-12-01,0791,3.9
2024-11-29,0153,0.0
2025-02-14,0153,2.8
2025-02-16,0740,0.0
2025-02-26,0851,0.0
2025-02-16,0540,0.0
2025-02-17,0730,0.0
2025-02-16,0657,0.0
2025-02-23,0101,1.6
2025-02-23,0217,2.9
2025-02-21,0173,0.0
2025-02-23,0630,10.1
2025-02-24,0791,0.5
2025-02-23,0751,5.1
2025-03-03,0153,0.0
2025-03-02,0657,0.0
2025-03-02,0851,0.0
2025-02-28,0730,0.0
2025-03-02,0540,0.0
2025-03-02,0791,0.0
2025-03-09,0751,0.0
2025-03-09,0101,0.0
2025-03-07,0217,0.0
2025-03-09,0851,0.0
2025-03-10,0730,6.5
2025-03-09,0740,0.0
2025-03-16,0153,0.0
2025-03-16,0657,0.0
2025-03-16,0173,0.0
2025-03-16,0630,0.0
2025-03-16,0791,0.0
2025-03-16,0540,0.0
2025-03-28,0851,0.0
2025-03-30,0540,0.0
2025-03-30,0173,0.2
2025-04-06,0791,0.0
2025-04-06,0740,0.0
2025-04-06,0630,0.0
2025-04-11,0851,0.0
2025-04-13,0791,0.9
2025-04-14,0540,0.0
2025-04-16,0740,13.7
2025-04-17,0173,0.0
2025-04-17,0630,0.9
2025-04-20,0851,0.0
2025-04-21,0630,0.3
2025-04-21,0791,0.6
2025-04-27,0540,0.0
2025-04-27,0173,0.0
2025-04-28,0851,0.0
2025-05-04,0740,0.0
2025-05-04,0173,0.0
2025-05-05,0540,0.0
2025-05-11,0740,0.0
2025-05-11,0791,0.0
2025-05-12,0630,0.0
2025-05-18,0851,0.0
2025-05-18,0791,0.0
2025-05-18,0540,0.0
2025-05-24,0740,4.9
2025-05-24,0173,6.7
2025-05-24,0630,12.5
2025-03-30,0751,0.0
2025-03-30,0657,0.0
2025-03-31,0101,0.0
2025-04-04,0730,0.0
2025-04-06,0217,0.0
2025-04-07,0153,0.0
2025-04-13,0101,0.0
2025-04-13,0751,3.2
2025-04-13,0217,0.0
2025-04-17,0730,2.5
2025-04-17,0657,0.2
2025-04-18,0153,4.3
2025-04-21,0153,2.5
2025-04-21,0101,1.7
2025-04-22,0217,0.0
2025-04-25,0730,0.0
2025-04-27,0751,0.0
2025-04-27,0657,0.0
2025-05-02,0730,2.4
2025-05-04,0153,0.0
2025-05-04,0657,0.0
2025-05-11,0217,0.0
2025-05-11,0751,0.0
2025-05-11,0101,0.0
2025-05-16,0217,0.0
2025-05-18,0730,0.0
2025-05-19,0153,0.0
2025-05-25,0657,0.2
2025-05-25,0101,0.4
2025-05-25,0751,0.6
2025-06-01,0730,1.0
2025-07-18,0791,1.8
2025-07-20,0607,9.7
2025-07-20,0630,11.4
2025-07-20,0540,4.5
2025-07-20,0657,7.3
2025-07-20,0153,4.8
2025-07-25,0751,0.0
2025-07-26,0101,0.0
2025-07-27,0461,0.0
2025-07-27,0740,0.0
2025-07-27,0217,0.0
2025-07-28,0657,10.7
2025-08-01,0607,7.5
2025-08-01,0630,10.9
2025-08-03,0730,7.9
2025-08-03,0540,9.1
2025-08-03,0751,6.4
2025-08-03,0153,4.0
2025-08-08,0101,0.0
2025-08-08,0791,0.0
2025-08-10,0657,0.0
2025-08-10,0740,0.0
2025-08-10,0153,0.0
2025-08-11,0461,0.0
2025-08-15,0217,0.0
2025-08-15,0607,0.0
2025-08-17,0630,0.0
2025-08-17,0791,0.0
2025-08-17,0730,0.0
2025-08-18,0461,0.0
2025-08-23,0101,0.0
2025-08-24,0607,0.0
2025-08-24,0657,0.0
2025-08-24,0540,0.0
2025-08-24,0751,0.0
2025-08-25,0217,0.0
2025-08-29,0630,0.4
2025-08-31,0751,2.5
2025-08-31,0740,5.2
2025-08-31,0461,2.9
2025-08-31,0730,1.8
2025-08-31,0153,3.5
2025-09-13,0153,11.2
2025-09-15,0607,9.1
2025-09-14,0217,2.6
2025-09-14,0740,13.4
2025-09-12,0540,0.4
2025-09-14,0791,11.8
2025-09-21,0751,0.4
2025-09-21,0101,0.0
2025-09-20,0657,1.3
2025-09-19,0461,1.3
2025-09-22,0730,0.0
2025-09-21,0630,1.5
2025-09-28,0153,0.0
2025-09-29,0657,0.1
2025-09-28,0217,1.4
2025-09-28,0740,0.1
2025-09-27,0540,0.0
2025-09-28,0791,0.0
2025-10-05,0751,0.0
2025-10-05,0101,3.5
2025-10-05,0607,0.0
2025-10-03,0461,30.7
2025-10-05,0730,0.0
2025-10-05,0630,0.0
2025-10-19,0153,0.0
2025-10-19,0657,3.6
2025-10-19,0217,0.0
2025-10-17,0740,0.0
2025-10-20,0540,5.0
2025-10-19,0791,4.8
2025-10-24,0751,7.6
2025-10-26,0101,4.1
2025-10-26,0607,0.0
2025-10-27,0461,2.8
2025-10-26,0730,4.6
2025-10-26,0630,0.3
2025-11-01,0101,0.1
2025-11-03,0657,1.3
2025-11-02,0217,3.0
2025-11-02,0740,4.9
2025-11-02,0540,2.9
2025-11-02,0791,4.1
2025-11-09,0751,0.0
2025-11-09,0153,0.0
2025-11-09,0607,0.0
2025-11-07,0461,0.5
2025-11-09,0730,0.0
2025-11-09,0630,0.0
2025-11-23,0101,9.7
2025-11-23,0217,3.2
2025-11-24,0730,3.1
2025-11-21,0740,0.1
2025-11-23,0540,19.9
2025-11-23,0791,0.8
2025-11-30,0751,0.9
2025-12-01,0153,0.0
2025-11-30,0657,1.7
2025-11-30,0461,1.0
2025-11-30,0740,1.0
2025-11-28,0540,0.0
2025-12-07,0101,2.3
2025-12-05,0607,1.5
2025-12-07,0217,2.3
2025-12-07,0730,2.2
2025-12-08,0630,8.7
2025-12-07,0791,2.6
2026-02-09,0751,0.4
2026-02-08,0153,0.1
2026-02-08,0657,0.0
2026-02-08,0217,0.0
2026-02-08,0740,0.0
2026-02-09,0630,0.0
2026-02-14,0101,0.0
2026-02-15,0607,0.0
2026-02-15,0461,0.0
2026-02-13,0730,0.0
2026-02-16,0540,1.0
2026-02-15,0791,0.0
2026-02-22,0751,1.8
2026-02-23,0153,0.1
2026-02-20,0217,4.1
2026-02-21,0461,9.7
2026-02-22,0730,1.6
2026-02-22,0740,3.1
2026-03-01,0101,0.2
2026-03-01,0607,1.0
2026-03-01,0657,0.7
2026-03-01,0540,0.3
2026-03-01,0630,0.9
2026-03-01,0791,0.7
